Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm

Segments
200
,,Mathew:HandOuter,,,,,,Mathew:LowerArm,,,,,,Mathew:Thumb,,,,,,Mathew:UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm

Trajectories
200
,,Mathew:shoulder,,,Mathew:shoulderElbowSupport,,,Mathew:elbow,,,Mathew:wrist,,,Mathew:elbowWrist,,,Mathew:Triangle1,,,Mathew:Triangle2,,,Mathew:ThumbTip,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
94,0,-352.468,580.191,561.989,-319.952,596.879,471.987,-256.607,606.184,362.25,-158.92,796.667,175.993,-189.718,698.862,240.625,-102.334,811.164,121.892,-195.011,855.437,113.963,-157.483,909.717,72.0281
95,0,-351.698,581.527,561.791,-318.914,598.519,472.013,-255.499,608.528,362.344,-159.345,800.31,176.632,-189.496,702.027,241.176,-103.283,815.372,121.757,-196.342,858.676,114.079,-160.678,912.587,72.4572
96,0,-350.956,582.337,561.771,-317.7,600.344,472.227,-254.697,610.973,362.199,-160.145,803.924,176.88,-189.196,705.259,241.392,-103.96,819.722,122.311,-197.535,861.65,114.568,-164.367,913.697,71.6051
97,0,-350.146,583.499,561.757,-317.095,601.883,472.41,-253.78,613.635,362.365,-160.93,807.314,177.132,-188.704,708.181,241.48,-104.597,823.86,122.463,-198.705,864.489,114.877,-166.65,913.417,70.2382
98,0,-349.152,584.826,561.658,-316.178,603.401,472.715,-252.678,615.972,362.826,-161.486,810.729,177.501,-188.413,711.273,242.004,-105.33,827.849,122.861,-199.814,867.994,114.374,-167.908,913.738,68.5461
99,0,-348.166,585.749,561.803,-315.96,605.265,472.334,-252.106,618.409,362.901,-162.218,814.191,177.619,-188.372,714.618,242.293,-106.313,831.908,123.166,-200.88,871.056,114.462,-169.521,915.785,67.4845
100,0,-347.615,586.838,561.787,-315.434,607.008,472.06,-251.34,621.007,362.896,-162.518,817.303,177.578,-188.466,717.852,242.342,-107.083,835.785,123.15,-202.291,873.691,114.921,-170.955,919.105,67.7971
101,0,-347.307,588.269,561.537,-314.785,608.883,471.708,-250.485,623.367,362.879,-163.292,820.581,178.012,-188.027,720.793,242.266,-107.75,839.97,123.578,-203.165,876.31,115.123,-172.516,922.769,68.421
102,0,-346.518,589.42,561.419,-314.005,610.3,471.591,-249.35,625.832,363.101,-164.108,824.08,178.375,-187.797,723.929,243.109,-108.525,843.807,123.514,-204.47,879.485,114.945,-174.442,926.543,69.4782
103,0,-345.669,590.529,561.281,-312.735,612.036,471.704,-248.54,628.355,363.325,-164.852,827.324,178.43,-187.76,727.051,243.414,-109.451,847.551,123.691,-205.567,882.363,114.949,-175.834,930.999,69.2293
104,0,-345.031,591.956,561.268,-311.761,613.746,472.351,-248.021,630.8,363.092,-165.36,830.683,178.7,-187.651,730.281,243.431,-110.351,851.315,123.955,-206.829,884.856,114.92,-177.443,934.183,69.3659
105,0,-344.342,593.195,560.962,-311.141,615.433,472.461,-247.277,633.464,363.282,-166.107,834.055,178.769,-187.509,733.117,243.077,-111.062,855.055,124.051,-207.667,887.399,114.764,-179.051,937.019,69.4142
106,0,-343.555,594.573,560.826,-310.547,616.941,472.212,-246.389,636.058,363.653,-166.707,837.207,178.723,-187.239,735.619,243.12,-111.793,858.778,124.214,-208.85,890.476,114.48,-180.084,939.518,68.9077
107,0,-342.899,595.919,560.773,-309.947,618.975,471.94,-245.518,638.495,363.89,-167.505,840.317,178.909,-186.885,738.814,243.737,-112.389,862.475,124.567,-209.784,892.939,114.456,-181.78,942.028,67.9744
108,0,-342.327,596.88,560.76,-309.2,620.607,471.838,-244.807,640.722,363.842,-168.197,843.284,179.163,-187.148,742.019,243.763,-113.636,865.876,124.358,-210.697,895.709,114.645,-182.987,944.337,68.3138
109,0,-341.468,598.223,560.682,-308.708,622.209,471.438,-243.969,643.258,363.947,-168.888,846.185,179.216,-187.224,744.785,243.77,-114.496,869.302,124.511,-211.492,898.109,114.552,-184.513,946.907,67.7623
110,0,-340.626,599.57,560.766,-307.508,623.993,471.774,-243.262,645.899,363.778,-169.586,849.369,178.991,-186.908,747.685,243.804,-115.207,872.93,124.786,-212.847,900.661,113.871,-185.757,948.94,67.4742
111,0,-340.021,600.718,560.509,-306.44,625.88,472.029,-242.489,648.157,363.878,-170.172,852.518,179.083,-187.037,750.728,244.537,-115.867,876.231,124.989,-214.008,903.184,113.757,-187.023,951.331,66.6721
112,0,-339.36,602.336,560.295,-305.96,627.38,471.856,-241.544,650.658,364.257,-170.875,855.384,179.182,-187.115,753.692,244.684,-116.655,879.455,124.789,-214.931,905.558,113.794,-188.336,953.261,66.187
113,0,-338.487,603.526,560.036,-305.431,629.442,471.708,-240.991,653.173,364.359,-171.491,858.12,179.427,-186.907,756.109,243.875,-117.59,882.905,124.906,-215.935,908.021,113.813,-189.775,956.561,66.6873
114,0,-337.818,604.756,560.056,-304.992,631.118,471.756,-240.436,655.365,364.424,-172.271,860.918,179.32,-186.853,758.868,244,-118.351,885.88,124.933,-216.784,910.284,113.386,-191.267,958.866,66.3739
115,0,-337.179,606.239,560.179,-304.464,632.921,472.064,-239.956,657.811,364.515,-173.245,863.885,179.158,-186.891,761.677,244.306,-119.261,888.937,124.771,-217.703,912.686,112.278,-192.432,961.106,65.3849
116,0,-336.402,607.415,560.278,-303.642,634.604,471.758,-239.275,660.408,364.874,-173.649,866.488,179.257,-186.824,764.862,244.895,-120.062,892.05,124.105,-218.101,914.823,112.277,-193.389,962.616,64.931
117,0,-335.748,608.856,560.036,-303.089,636.484,471.158,-238.573,662.566,364.955,-174.239,869.15,179.148,-186.564,767.757,245.043,-120.816,895.208,124.59,-219.267,916.94,112.43,-194.678,964.636,64.1214
118,0,-335.211,610.263,559.672,-302.198,638.104,471.478,-238.017,664.996,364.948,-174.903,871.964,178.83,-186.8,770.117,244.929,-121.36,898.255,124.963,-220.145,919.258,111.933,-195.789,966.676,63.4096
119,0,-334.417,611.503,559.432,-301.564,640.029,471.607,-237.591,667.578,364.748,-175.511,874.512,178.639,-186.937,772.536,244.538,-122.259,901.217,124.714,-221.237,921.259,111.456,-197.193,968.813,63.0352
120,0,-333.599,613.019,559.398,-300.917,641.508,471.543,-236.979,669.663,364.952,-176.22,876.816,178.559,-187.088,775.096,244.288,-123.094,904.012,124.395,-222.556,923.69,111.212,-198.153,970.634,62.5348
121,0,-332.943,614.057,559.524,-300.506,643.162,471.332,-236.367,672.026,365.263,-176.945,879.516,178.581,-186.93,777.495,244.723,-123.772,906.8,124.425,-223.1,925.22,110.938,-199.345,972.442,62.3106
122,0,-332.304,615.408,559.133,-299.864,644.714,471.371,-235.607,674.434,365.246,-177.771,882.206,178.518,-186.836,780.387,245.381,-124.55,909.476,124.45,-223.794,927.601,109.957,-200.233,974.543,61.5849
123,0,-331.511,617.089,559.244,-299.086,646.751,471.51,-235.165,676.402,365.256,-178.417,884.423,178.385,-186.895,783.117,245.339,-125.36,912.09,124.008,-224.708,929.409,109.424,-201.246,976.488,60.9636
124,0,-330.818,618.298,559.389,-298.606,648.442,471.494,-234.675,678.804,365.263,-178.906,886.919,178.154,-187.18,785.381,245.077,-126.167,914.695,123.569,-225.319,930.957,109.373,-202.509,978.55,60.3528
125,0,-330.334,619.752,559.185,-298.015,650.053,471.294,-234.188,680.947,365.345,-179.613,889.088,177.706,-187.075,787.819,244.994,-126.884,917.225,123.603,-226.282,931.746,106.349,-203.639,981.058,60.934
126,0,-329.743,620.998,558.972,-297.229,651.78,471.492,-233.684,683.002,365.507,-180.128,891.312,177.244,-186.879,790.133,245.349,-127.732,919.885,123.377,-226.693,933.876,106.619,-204.573,983.237,60.0622
127,0,-329.07,622.323,558.796,-296.765,653.511,471.607,-233.191,685.473,365.852,-180.649,893.654,177.096,-187.162,792.393,245.301,-128.341,922.609,123.397,-227.593,936.35,107.687,-205.481,984.594,58.955
128,0,-328.552,623.823,558.753,-296.468,655.273,471.284,-232.765,687.486,365.91,-181.227,895.7,177.035,-187.362,794.725,245.131,-128.875,924.94,123.261,-228.151,937.139,104.39,-206.3,986.618,59.1988
129,0,-327.978,624.894,558.661,-296.093,656.943,470.899,-232.488,689.781,365.672,-181.863,898.091,176.976,-187.439,797.101,244.881,-129.587,927.211,122.829,-228.9,938.637,105.091,-207.525,987.703,58.5344
130,0,-327.351,626.189,558.573,-295.426,658.552,470.976,-232.176,691.673,365.904,-182.351,899.974,176.704,-187.144,799.216,245.115,-130.351,929.402,122.765,-229.048,940.554,105.525,-208.357,988.755,56.8261
131,0,-326.513,627.749,558.311,-294.794,659.729,471.379,-231.726,693.665,366.092,-183.075,902.296,176.376,-187.143,801.334,245.311,-131.111,931.69,122.164,-229.648,942.349,105.056,-209.399,989.488,56.2492
132,0,-326.163,628.714,558.554,-294.171,661.493,471.761,-231.514,695.968,366.149,-183.638,903.976,176.237,-187.437,803.391,244.895,-131.674,933.958,122.016,-230.334,944.31,103.741,-210.463,990.957,55.5578
133,0,-325.723,630.165,558.244,-293.326,662.802,472.082,-231.08,697.833,366.419,-184.129,905.968,176.032,-187.635,805.497,244.685,-132.373,936.129,122.036,-231.213,945.178,104.304,-211.311,992.547,54.857
134,0,-324.926,631.477,558.177,-293.037,664.55,471.967,-230.708,700.098,366.637,-184.777,907.783,175.744,-187.582,807.582,244.683,-133.143,938.249,121.62,-231.951,946.554,103.613,-212.229,994.484,54.2091
135,0,-324.27,632.67,558.312,-292.886,666.008,471.714,-230.301,701.718,366.65,-185.393,909.848,175.306,-187.559,809.436,244.947,-133.696,940.049,121.37,-232.184,947.656,102.476,-213.188,996.098,54.0891
136,0,-323.794,633.987,558.276,-292.72,667.415,471.456,-229.967,703.726,366.571,-185.761,911.559,175.432,-187.536,811.339,245.24,-134.296,942.06,121.154,-232.758,948.528,101.597,-214.248,997.855,53.4897
137,0,-323.389,635.086,558.259,-292.101,669.238,471.649,-229.595,705.184,366.604,-186.135,913.441,175.399,-187.855,813.281,245.201,-134.845,943.834,120.925,-233.787,949.68,101.794,-214.802,999.566,52.4272
138,0,-322.977,636.311,558.369,-291.781,670.827,471.545,-229.181,707.316,366.85,-186.676,914.913,175.093,-188.042,815.055,244.812,-135.301,945.693,120.874,-234.115,951.032,101.006,-215.368,1000.67,52.2217
139,0,-322.407,637.612,558.353,-291.472,672.287,471.477,-228.987,708.903,366.758,-187.162,916.688,174.811,-188.258,817.077,244.418,-135.856,947.548,120.14,-234.244,952.045,99.8737,-215.761,1001.54,50.9784
140,0,-321.783,638.636,558.494,-291.504,673.227,471.154,-228.827,711.079,367.058,-187.605,918.214,173.923,-188.035,818.594,244.418,-136.418,949.479,120.188,-234.716,952.662,98.9548,-215.945,1002.19,49.1296
141,0,-321.395,639.792,558.233,-290.206,674.658,471.901,-228.535,712.619,366.996,-188.013,919.544,173.699,-188.079,820.288,244.634,-136.979,951.233,120.316,-235.641,953.469,99.1072,-216.137,1002.32,47.538
142,0,-321.121,641.097,557.966,-289.267,676.296,472.469,-228.225,714.538,367.075,-188.419,921.169,173.511,-188.107,821.82,244.801,-137.408,952.966,120.335,-236.294,955.018,98.8371,-216.256,1001.8,46.7032
143,0,-320.597,642.23,558.128,-288.956,677.251,472.297,-227.926,715.843,367.141,-188.861,922.454,173.149,-188.049,823.609,244.923,-137.855,954.579,119.865,-236.447,956.392,98.0874,-216.359,1001.3,45.8665
144,0,-320.189,643.303,558.218,-289.075,678.749,472.061,-227.743,717.412,367.08,-189.222,923.897,172.638,-188.161,825.057,244.642,-138.459,956.132,119.347,-236.562,957.391,97.0078,-216.564,1001.58,44.0709
145,0,-319.894,644.565,557.958,-288.876,679.952,471.608,-227.508,718.785,367.106,-189.654,925.419,172.24,-188.327,826.771,244.282,-138.931,957.513,119.003,-236.882,958.097,95.9987,-216.841,1002.18,42.1784
146,0,-319.531,645.542,558.034,-288.775,681.137,471.27,-227.119,720.26,367.112,-190.003,926.478,171.985,-188.448,828.091,244.176,-139.316,958.771,118.853,-237.645,958.631,96.245,-216.979,1002.51,41.4942
147,0,-319.11,646.559,557.984,-288.552,682.574,471.341,-226.954,721.822,367.151,-190.37,927.856,171.663,-188.558,829.234,244.114,-139.672,960.109,118.678,-238.527,959.855,96.4603,-217.059,1002.84,41.4192
148,0,-318.602,647.897,557.91,-288.25,683.641,471.458,-226.726,723.107,367.193,-190.856,929.184,171.653,-188.69,830.706,244.161,-140.193,961.479,118.351,-238.723,961.317,95.5344,-217.368,1003.36,41.247
149,0,-318.211,648.949,557.797,-287.953,684.641,471.678,-226.603,724.565,367.03,-191.216,930.218,171.348,-188.607,831.982,244.007,-140.709,962.809,117.897,-238.733,962.235,94.7078,-217.872,1004.64,40.1663
150,0,-317.959,649.734,557.649,-287.822,685.918,471.537,-226.419,725.734,367.05,-191.438,931.395,170.946,-188.56,833.248,244.017,-141.175,964.006,117.605,-238.797,962.927,93.4739,-218.357,1005.79,39.4283
151,0,-317.822,650.722,557.482,-287.578,686.856,471.466,-226.24,726.82,367.095,-191.852,932.82,170.718,-188.678,834.698,243.728,-141.429,965.127,117.454,-238.807,963.015,92.5283,-218.487,1006.7,39.1273
152,0,-317.65,651.842,557.315,-287.128,687.72,471.602,-225.962,728.132,367.142,-192.298,933.734,170.473,-188.756,835.827,243.499,-141.673,966.122,117.405,-238.865,962.786,91.7747,-218.671,1007.2,38.9137
153,0,-317.194,652.645,557.285,-287.236,689.167,471.168,-225.75,729.215,367.282,-192.633,934.596,170.235,-188.857,836.89,243.458,-141.992,967.256,117.147,-239.034,962.711,90.6787,-218.797,1007.66,38.2211
154,0,-316.757,653.384,557.323,-286.545,690.267,471.516,-225.665,730.388,367.408,-192.882,935.842,170.105,-188.935,838.036,243.363,-142.445,968.572,116.601,-239.194,961.282,87.1899,-219.026,1008.73,37.8123
155,0,-316.426,654.466,557.469,-286.028,690.91,471.816,-225.536,731.581,367.384,-193.151,936.864,169.849,-188.981,839.015,243.175,-143.064,969.802,116.117,-239.047,958.079,83.6911,-219.591,1010.84,38.1712
156,0,-316.032,655.409,557.558,-285.968,692.093,471.85,-225.564,732.611,367.273,-193.318,937.6,169.531,-188.963,839.938,243.076,-143.142,970.647,115.991,-238.533,954.633,81.2864,-220.033,1012.67,38.7134
157,0,-315.895,656.083,557.452,-286.254,692.994,471.483,-225.39,733.542,367.374,-193.579,938.413,169.26,-189.062,841.138,242.851,-143.174,971.445,116.118,-238.387,955.998,83.7556,-220.36,1013.8,38.5103
158,0,-315.818,656.75,557.277,-286.334,693.809,471.223,-225.321,734.747,367.195,-193.84,939.431,169.015,-189.083,842.172,242.874,-143.358,972.342,116.007,-239.845,963.154,87.8677,-220.819,1013.35,37.5234
159,0,-315.602,657.823,557.291,-285.465,694.428,471.403,-225.237,735.874,367.135,-194.116,940.47,168.735,-189.144,842.959,243.004,-143.641,973.242,115.804,-241.811,970.103,90.4637,-220.432,1012.05,35.842
160,0,-315.277,658.879,557.219,-284.94,695.315,471.645,-225.105,736.635,367.253,-194.292,941.193,168.441,-189.211,843.675,242.666,-143.917,974.112,115.281,-243.301,976.167,92.0268,-219.588,1010.43,33.5868
161,0,-314.897,659.619,557.209,-284.704,696.245,471.776,-224.983,737.468,367.209,-194.548,941.766,168.255,-189.224,844.655,242.54,-144.275,975.021,114.547,-244.646,980.211,93.3258,-218.555,1008.51,31.5346
162,0,-314.649,660.31,557.207,-284.545,697.131,471.666,-224.833,738.42,367.289,-194.735,942.368,167.992,-189.249,845.551,242.625,-144.556,975.628,114.341,-243.893,979.694,93.74,-217.67,1006.58,29.7404
163,0,-314.409,661.265,557.21,-284.438,697.807,471.58,-224.67,739.287,367.336,-194.859,943,167.857,-189.297,846.316,242.736,-144.622,976.158,113.976,-243.548,977.518,92.4734,-217.146,1004.95,28.1647
164,0,-314.089,662.094,557.157,-284.352,698.448,471.658,-224.541,739.912,367.302,-194.906,943.919,167.706,-189.339,846.897,242.589,-144.881,976.815,113.69,-243.339,974.76,90.0333,-216.742,1003.79,26.9618
165,0,-314.012,662.798,557.093,-284.405,699.212,471.721,-224.487,740.55,367.274,-195.057,944.624,167.384,-189.295,847.526,242.36,-144.894,977.434,113.63,-242.809,971.463,87.3605,-216.194,1003.42,26.2744
166,0,-313.847,663.229,557.185,-284.452,700.078,471.373,-224.454,741.359,367.266,-195.222,945.165,166.938,-189.296,848.263,242.269,-144.985,977.925,113.427,-241.775,968.405,84.5471,-215.82,1003.81,25.9318
167,0,-313.802,663.985,557.16,-284.232,700.771,471.253,-224.276,742.064,367.268,-195.369,945.634,166.649,-189.279,848.939,242.235,-145.132,978.334,113.061,-240.043,965.849,81.7807,-215.785,1004.7,25.718
168,0,-313.654,664.841,557.108,-284.148,701.324,471.19,-224.116,742.801,367.3,-195.562,945.997,166.393,-189.34,849.667,242.029,-145.31,978.809,112.699,-239.855,963.709,79.0637,-216.052,1005.8,25.483
169,0,-313.548,665.614,557.213,-283.992,701.971,471.342,-224.033,743.379,367.28,-195.698,946.474,166.126,-189.417,850.191,241.941,-145.474,979.31,112.43,-239.928,962.124,77.4546,-216.329,1006.86,25.2351
170,0,-313.36,666.273,557.409,-283.832,702.705,471.415,-224.03,744.009,367.167,-195.799,946.951,165.807,-189.427,850.663,241.828,-145.651,979.953,111.93,-239.839,961.425,76.7017,-216.407,1007.63,25.2802
171,0,-313.156,666.751,557.57,-283.615,703.452,471.588,-223.987,744.712,367.217,-195.855,947.475,165.477,-189.434,851.098,241.76,-145.834,980.338,111.483,-239.823,961.682,76.5482,-216.404,1008.07,25.3841
172,0,-312.98,667.292,557.616,-283.454,704.082,471.587,-223.977,745.46,367.363,-195.936,947.957,165.164,-189.57,851.676,241.525,-145.925,980.517,111.306,-240.133,962.695,76.9234,-216.312,1008.31,25.2908
173,0,-312.834,667.844,557.503,-283.349,704.539,471.62,-224.016,746.273,367.464,-196.061,948.294,164.904,-189.598,852.222,241.464,-145.98,980.892,111.078,-240.585,964.274,77.7405,-216.141,1008.27,25.083
174,0,-312.72,668.638,557.567,-283.403,704.87,471.565,-223.941,746.81,367.453,-196.118,948.623,164.332,-189.623,852.703,241.32,-146.053,981.155,110.742,-241.097,966.493,78.8955,-215.893,1008.17,24.4962
175,0,-312.504,669.175,557.687,-283.629,705.471,471.444,-223.946,747.156,367.463,-196.16,948.899,164.144,-189.651,853.16,241.264,-146.164,981.374,110.403,-241.911,968.839,80.0907,-215.499,1007.86,23.7834
176,0,-312.498,669.725,557.506,-283.499,706.107,471.748,-223.947,747.623,367.396,-196.244,948.995,163.724,-189.704,853.549,241.153,-146.245,981.69,110.128,-242.936,970.972,81.0389,-215.098,1007.34,23.0652
177,0,-312.653,670.095,557.348,-283.381,706.829,471.855,-223.953,748.221,367.319,-196.311,949.203,163.427,-189.73,853.862,240.977,-146.323,981.895,109.701,-243.619,972.75,81.4558,-214.912,1006.58,22.2869
178,0,-312.623,670.483,557.319,-283.491,707.362,471.353,-223.943,748.843,367.351,-196.474,949.393,163.094,-189.756,854.285,240.883,-146.388,982.042,109.324,-243.868,974.042,81.3361,-214.621,1005.87,21.4478
179,0,-312.505,671.095,557.348,-283.483,707.697,471.387,-223.925,749.429,367.338,-196.553,949.548,162.791,-189.76,854.546,240.763,-146.539,982.229,108.906,-243.912,974.736,80.6639,-214.387,1005.26,20.5552
180,0,-312.358,671.817,557.447,-283.394,708.147,471.426,-223.882,749.892,367.317,-196.611,949.753,162.486,-189.774,854.837,240.638,-146.641,982.442,108.447,-243.868,974.643,79.974,-214.461,1004.8,19.6794
181,0,-312.255,672.458,557.54,-283.38,708.586,471.435,-223.81,750.292,367.343,-196.741,949.995,162.132,-189.834,855.273,240.315,-146.81,982.728,107.749,-243.619,973.833,79.2348,-214.536,1004.45,18.9608
182,0,-312.036,673.026,557.509,-283.282,709.144,471.574,-223.717,750.67,367.312,-196.795,950.18,161.767,-189.915,855.604,240.07,-146.89,982.893,107.316,-243.337,972.623,78.3292,-214.892,1004.29,18.2353
183,0,-311.949,673.433,557.475,-283.017,709.829,471.883,-223.664,751.04,367.29,-196.83,950.364,161.488,-189.889,856.011,239.928,-146.941,982.99,107.046,-243.085,971.257,77.2763,-215.177,1004.27,17.7353
184,0,-311.882,673.796,557.508,-282.76,710.419,471.961,-223.636,751.48,367.361,-196.925,950.593,161.276,-189.888,856.431,239.752,-146.958,983.032,106.847,-242.676,969.969,76.3709,-215.624,1004.33,17.4203
185,0,-311.833,674.304,557.567,-282.684,710.916,471.977,-223.656,752,367.312,-196.945,950.858,160.859,-189.876,856.681,239.63,-146.89,983.097,106.497,-242.132,968.913,75.9498,-216.123,1004.46,17.1646
186,0,-311.652,674.825,557.568,-282.582,711.264,472.048,-223.602,752.508,367.303,-196.983,950.944,160.557,-189.931,856.898,239.511,-146.957,983.119,106.155,-242.058,968.225,75.2592,,,
187,0,-311.618,675.402,557.528,-282.408,711.62,472.138,-223.531,753.065,367.316,-196.864,951.122,160.251,-189.855,857.076,239.203,-146.979,983.184,105.744,-241.986,968.021,74.7615,,,
188,0,-311.556,675.797,557.342,-282.466,712.095,471.857,-223.534,753.483,367.233,-196.876,951.271,159.952,-189.911,857.402,239.021,-147.024,983.175,105.151,-242.165,968.122,74.5294,,,
189,0,-311.659,676.287,557.242,-282.428,712.469,471.986,-223.596,753.775,367.157,-196.855,951.382,159.653,-189.901,857.557,238.918,-147.056,983.305,104.762,-242.447,968.42,74.4468,,,
190,0,-311.747,676.763,557.448,-282.57,712.906,471.768,-223.605,753.917,366.985,-196.726,951.443,159.371,-189.852,857.723,238.795,-147.195,983.393,103.908,-242.756,968.884,74.5461,,,
191,0,-311.772,677.015,557.451,-282.683,713.382,471.512,-223.682,754.22,366.769,-196.555,951.518,159.046,-189.831,857.945,238.64,-147.313,983.42,103.342,-243.001,969.415,74.8038,,,
192,0,-311.909,677.37,557.429,-282.731,713.889,471.522,-223.692,754.49,366.678,-196.506,951.668,158.779,-189.736,858,238.458,-147.469,983.387,102.714,-243.278,969.913,74.9956,,,
193,0,-311.976,677.857,557.37,-282.689,714.309,471.494,-223.76,754.704,366.629,-196.466,951.757,158.406,-189.728,858.024,238.323,-147.328,983.465,102.252,-243.428,970.389,74.9593,,,
194,0,-311.945,678.278,557.359,-282.678,714.637,471.507,-223.841,754.826,366.558,-196.403,951.773,158.028,-189.747,858.081,238.167,-147.317,983.498,101.884,-243.53,970.634,74.7787,,,
195,0,-311.99,678.807,557.27,-282.704,714.884,471.444,-223.875,755.004,366.47,-196.292,951.799,157.804,-189.739,858.169,238.01,-147.252,983.485,101.603,-243.52,970.679,74.5005,,,
196,0,-312.071,679.231,557.206,-282.691,715.066,471.465,-223.933,755.106,366.379,-196.187,951.877,157.524,-189.701,858.093,237.682,-147.088,983.319,101.307,-243.312,970.519,74.2539,,,
197,0,-312.099,679.622,557.139,-282.736,715.266,471.501,-224.014,755.136,366.275,-196.081,951.917,157.148,-189.681,858.104,237.484,-146.84,983.178,100.992,-242.925,970.564,73.3554,,,
198,0,-312.094,679.958,557.02,-282.667,715.455,471.509,-224.173,755.238,366.141,-196.004,951.864,156.864,-189.715,858.031,237.315,-146.663,982.982,100.748,-242.466,970.391,72.455,,,
199,0,-312.107,680.189,556.996,-282.691,715.655,471.558,-224.217,755.27,365.95,-195.834,951.871,156.433,-189.72,857.994,237.074,-146.418,982.852,100.467,-242.073,969.886,71.8607,,,
200,0,-312.16,680.339,556.954,-282.824,715.806,471.507,-224.259,755.327,365.713,-195.774,951.928,156.156,-189.717,857.991,236.864,-146.264,982.651,99.8617,-241.702,969.262,71.5222,,,
201,0,-312.24,680.583,556.883,-283.061,716.033,471.342,-224.511,755.386,365.452,-195.529,951.919,155.9,-189.738,858,236.685,-145.978,982.358,99.347,-241.446,968.812,70.917,,,
202,0,-312.333,680.818,556.757,-283.232,716.241,471.184,-224.668,755.461,365.257,-195.267,951.823,155.642,-189.737,858.018,236.462,-145.764,982.018,98.6727,-242.077,970.576,72.008,,,
203,0,-312.345,681.146,556.606,-283.341,716.483,471.104,-224.784,755.549,365.094,-195.017,951.713,155.325,-189.728,857.957,236.284,-145.519,981.641,98.296,-242.197,972.443,72.9139,,,
204,0,-312.441,681.37,556.553,-283.401,716.584,470.983,-224.985,755.594,364.872,-194.772,951.557,154.981,-189.812,857.829,235.761,-145.267,981.33,98.1661,-242.072,973.827,73.3533,,,
205,0,-312.505,681.629,556.554,-283.484,716.755,470.922,-225.169,755.7,364.757,-194.659,951.466,154.745,-189.823,857.748,235.485,-145.048,981.112,97.944,-241.907,974.835,72.9597,,,
206,0,-312.549,681.823,556.469,-283.575,716.992,470.834,-225.373,755.919,364.679,-194.586,951.365,154.603,-189.899,857.638,235.307,-145.004,980.84,97.3955,-241.6,975.082,72.4185,,,
207,0,-312.715,682.024,556.456,-283.704,717.213,470.758,-225.537,756.058,364.559,-194.51,951.16,154.383,-189.945,857.541,235.067,-144.538,980.328,97.4724,-241.071,974.707,71.8484,,,
208,0,-312.794,682.163,556.355,-283.744,717.389,470.841,-225.722,756.245,364.475,-194.453,950.96,154.111,-189.995,857.462,234.933,-144.309,980.105,97.1995,-240.469,973.808,71.1744,,,
209,0,-312.892,682.447,556.247,-283.881,717.592,470.767,-225.906,756.381,364.393,-194.478,950.762,153.69,-190.107,857.326,234.584,-144.162,979.823,96.925,-239.848,972.988,70.05,,,
210,0,-312.986,682.658,556.212,-284.004,717.711,470.673,-226.091,756.563,364.332,-194.42,950.471,153.353,-190.198,857.245,234.393,-144.044,979.506,96.6789,-239.505,971.426,69.3329,,,
211,0,-313.087,682.894,556.194,-284.217,717.976,470.38,-226.329,756.684,364.291,-194.355,950.194,153.073,-190.249,857.222,234.185,-143.814,979.133,96.5625,-238.97,970.365,67.7644,,,
212,0,-313.132,683.008,556.02,-284.197,718.04,470.537,-226.479,756.847,364.169,-194.268,949.931,152.635,-190.286,857.148,234.007,-143.677,978.486,96.2224,-238.415,969.209,66.4267,,,
213,0,-313.308,683.092,555.929,-284.296,718.258,470.584,-226.656,756.88,364.139,-194.176,949.727,152.35,-190.333,856.976,233.813,-143.432,977.858,96.0915,-237.794,967.903,65.6042,,,
214,0,-313.499,683.237,555.872,-284.523,718.444,470.255,-226.863,756.986,364.036,-194.027,949.409,152.019,-190.403,856.884,233.573,-143.127,977.318,95.7703,-237.267,966.775,64.9029,,,
215,0,-313.629,683.497,556.015,-284.778,718.59,470.116,-227.03,757.04,364.063,-193.889,949.121,151.775,-190.469,856.691,233.339,-142.926,976.9,95.6048,-236.735,965.921,64.5499,,,
216,0,-313.732,683.662,556.112,-284.916,718.673,470.072,-227.233,757.043,363.985,-193.784,948.798,151.483,-190.551,856.471,233.126,-142.57,976.161,95.9323,-236.464,965.473,64.2979,,,
217,0,-313.951,683.762,556.069,-285.172,718.777,470.08,-227.506,757.116,363.858,-193.526,948.45,151.449,-190.565,856.27,232.913,-142.338,975.531,96.0074,-236.365,965.467,64.3197,,,
